company_name,categories,main_category
Mintlify,"Information Technology, Software",B2B Software and Services
Tola,"Financial Services, Information Technology, Payments, Professional Services",Financial
Vance,Financial Services,Financial
Sieve,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
THEYA,"Apps, Blockchain and Cryptocurrency, Financial Services, Mobile, Payments, Software",Financial
SilkChart,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Intrinsic,"Information Technology, Software",B2B Software and Services
Athina AI,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Versori,"Information Technology, Software",B2B Software and Services
Latent,"Financial Services, Health Care, Software",Financial
Truva,"Artificial Intelligence (AI), Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Cosine,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
DeepNight,"Financial Services, Information Technology",Financial
Formal,"Information Technology, Internet Services, Platforms, Software",B2B Software and Services
Ciro,"Internet Services, Science and Engineering, Software",Unspecified
1stCollab,"Commerce and Shopping, Sales and Marketing",Unspecified
Nango,Software,Unspecified
EzDubs,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Other, Science and Engineering, Software",B2B Software and Services
Pigeon_1,"Information Technology, Other, Software",B2B Software and Services
Depot,"Internet Services, Science and Engineering, Software",Unspecified
Koywe,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",Financial
Pilot AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Bluebirds,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Stream,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",Financial
Activepieces,"Sales and Marketing, Software",Unspecified
Pledge Health,"Health Care, Information Technology, Payments, Software",B2B Software and Services
Finta,"Financial Services, Professional Services, Software",Financial
SID,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Other, Software",B2B Software and Services
Bend,"Financial Services, Sustainability",Financial
OpenSight,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Adventris Pharmaceuticals,"Biotechnology, Health Care, Science and Engineering",Health Care
Sherloq,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",B2B Software and Services
Domu,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",Financial
Topo.io,"Other, Sales and Marketing, Software",Unspecified
Speedscale,"Data and Analytics, Design, Information Technology, Software",B2B Software and Services
Phind,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",B2B Software and Services
CodeCrafters,"Information Technology, Science and Engineering, Software",B2B Software and Services
Trellus,"Other, Sales and Marketing",Unspecified
Fairway Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",B2B Software and Services
Axle Labs,"Financial Services, Other, Software",Financial
Speedy Brand,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
getcrux,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Instant,"Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Entvin,Software,Unspecified
Frigade,Software,Unspecified
Poko,"Blockchain and Cryptocurrency, Financial Services, Gaming, Information Technology, Internet Services, Payments, Professional Services, Software",Financial
AirMyne,"Science and Engineering, Sustainability",Unspecified
Voltic,"Energy, Science and Engineering, Sustainability, Transportation",Unspecified
Aldara,Real Estate,Real Estate and Construction
Craniometrix,Health Care,Health Care
Ekho Dealer,"Commerce and Shopping, Sales and Marketing, Transportation",Unspecified
AlphaWatch AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Finvest,Financial Services,Financial
Pulppo,"Real Estate, Software",Real Estate and Construction
Plover Parametrics,"Data and Analytics, Financial Services, Software",Financial
rift,"Information Technology, Internet Services, Messaging and Telecommunications, Privacy and Security",B2B Software and Services
Refine,"Apps, Information Technology, Other, Software",B2B Software and Services
PoplarML,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Syncly,"Data and Analytics, Information Technology, Internet Services, Other, Professional Services, Software",B2B Software and Services
clearspace,"Apps, Health Care, Information Technology, Software",B2B Software and Services
Morf Health,"Apps, Health Care, Internet Services, Software",Health Care
Blee,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Milio,"Commerce and Shopping, Financial Services, Other",Financial
TrueBiz,"Financial Services, Other, Software",Financial
SpecCheck,"Health Care, Other, Software",Health Care
Haven_1,"Artificial Intelligence (AI), Data and Analytics, Hardware, Real Estate, Science and Engineering, Software",Real Estate and Construction
Type,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Aurelian,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
0pass,"Information Technology, Privacy and Security",B2B Software and Services
Empirical Health,"Apps, Health Care, Mobile, Software",Health Care
Distro App,"Other, Software",Unspecified
Opencall.ai,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Radical,"Hardware, Manufacturing, Science and Engineering, Software",Industrials
Propify,Software,Unspecified
Onu,"Information Technology, Software",B2B Software and Services
Bronco AI,"Data and Analytics, Information Technology, Internet Services, Software",B2B Software and Services
Subsets,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Gullak.Money,Financial Services,Financial
Movley,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Manufacturing, Other, Science and Engineering, Software, Transportation",Industrials
HyperDX,"Other, Software",Unspecified
SideGuide,"Other, Software",Unspecified
Mercoa,"Financial Services, Information Technology, Software",Financial
Yenmo,"Financial Services, Other",Financial
Mintplex Labs,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",B2B Software and Services
Gluetrail,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Software",B2B Software and Services
Emerge Career,"Administrative Services, Community and Lifestyle, Education",Education
EasyCode,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",B2B Software and Services
SalesPatriot,"Government and Military, Platforms, Software",Unspecified
Conduit_2,"Information Technology, Software",B2B Software and Services
Cakework,"Other, Software",Unspecified
Attain,"Commerce and Shopping, Other, Software, Transportation",Unspecified
