company_name,categories
Ballerine,"Artificial Intelligence (AI), Financial Services, Information Technology, Payments, Privacy and Security, Professional Services, Software"
Two Dots,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Payments, Privacy and Security, Science and Engineering, Software"
Signatur Biosciences,"Biotechnology, Health Care, Science and Engineering"
Magna,"Blockchain and Cryptocurrency, Financial Services, Internet Services"
Langfuse,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Julius AI,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software"
Avina,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software"
Rollstack,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software"
AiPrise,"Apps, Financial Services, Information Technology, Lending and Investments, Mobile, Privacy and Security, Software"
Nest Genomics (YC W22),Health Care
Wondercraft,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software"
Mintlify,"Information Technology, Software"
Tola,"Financial Services, Information Technology, Payments, Professional Services"
Vance,Financial Services
Sieve,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Media and Entertainment, Science and Engineering, Software, Video"
THEYA,"Apps, Blockchain and Cryptocurrency, Financial Services, Mobile, Payments, Software"
SilkChart,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software"
Intrinsic,"Information Technology, Software"
Athina AI,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
Versori,"Information Technology, Software"
Latent,"Financial Services, Health Care, Software"
Truva,"Artificial Intelligence (AI), Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software"
Cosine,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
DeepNight,"Financial Services, Information Technology"
Formal,"Information Technology, Internet Services, Platforms, Software"
Ciro,"Internet Services, Science and Engineering, Software"
1stCollab,"Commerce and Shopping, Sales and Marketing"
Nango,Software
EzDubs,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Other, Science and Engineering, Software"
Pigeon_1,"Information Technology, Other, Software"
Depot,"Internet Services, Science and Engineering, Software"
Koywe,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software"
Pilot AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Bluebirds,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software"
Stream,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software"
Activepieces,"Sales and Marketing, Software"
Pledge Health,"Health Care, Information Technology, Payments, Software"
Finta,"Financial Services, Professional Services, Software"
SID,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Other, Software"
Bend,"Financial Services, Sustainability"
OpenSight,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Adventris Pharmaceuticals,"Biotechnology, Health Care, Science and Engineering"
Sherloq,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software"
Domu,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software"
Topo.io,"Other, Sales and Marketing, Software"
Speedscale,"Data and Analytics, Design, Information Technology, Software"
Phind,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software"
CodeCrafters,"Information Technology, Science and Engineering, Software"
Trellus,"Other, Sales and Marketing"
Fairway Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software"
Axle Labs,"Financial Services, Other, Software"
Speedy Brand,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software"
getcrux,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software"
Instant,"Data and Analytics, Information Technology, Science and Engineering, Software"
Entvin,Software
Frigade,Software
Poko,"Blockchain and Cryptocurrency, Financial Services, Gaming, Information Technology, Internet Services, Payments, Professional Services, Software"
AirMyne,"Science and Engineering, Sustainability"
Voltic,"Energy, Science and Engineering, Sustainability, Transportation"
Aldara,Real Estate
Craniometrix,Health Care
Ekho Dealer,"Commerce and Shopping, Sales and Marketing, Transportation"
AlphaWatch AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Finvest,Financial Services
Pulppo,"Real Estate, Software"
Plover Parametrics,"Data and Analytics, Financial Services, Software"
rift,"Information Technology, Internet Services, Messaging and Telecommunications, Privacy and Security"
Refine,"Apps, Information Technology, Other, Software"
PoplarML,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Syncly,"Data and Analytics, Information Technology, Internet Services, Other, Professional Services, Software"
clearspace,"Apps, Health Care, Information Technology, Software"
Morf Health,"Apps, Health Care, Internet Services, Software"
Blee,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software"
Milio,"Commerce and Shopping, Financial Services, Other"
TrueBiz,"Financial Services, Other, Software"
SpecCheck,"Health Care, Other, Software"
Haven_1,"Artificial Intelligence (AI), Data and Analytics, Hardware, Real Estate, Science and Engineering, Software"
Type,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Aurelian,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
0pass,"Information Technology, Privacy and Security"
Empirical Health,"Apps, Health Care, Mobile, Software"
Distro App,"Other, Software"
Opencall.ai,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
Radical,"Hardware, Manufacturing, Science and Engineering, Software"
Propify,Software
Onu,"Information Technology, Software"
Bronco AI,"Data and Analytics, Information Technology, Internet Services, Software"
Subsets,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software"
Gullak.Money,Financial Services
Movley,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Manufacturing, Other, Science and Engineering, Software, Transportation"
HyperDX,"Other, Software"
SideGuide,"Other, Software"
Mercoa,"Financial Services, Information Technology, Software"
Yenmo,"Financial Services, Other"
Mintplex Labs,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software"
Gluetrail,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Software"
Emerge Career,"Administrative Services, Community and Lifestyle, Education"
EasyCode,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software"
SalesPatriot,"Government and Military, Platforms, Software"
Conduit_2,"Information Technology, Software"
Cakework,"Other, Software"
Attain,"Commerce and Shopping, Other, Software, Transportation"
Certainly Health,Health Care
Egress,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software, Transportation"
Clad,"Hardware, Information Technology, Software"
Storyboarder,"Commerce and Shopping, Internet Services"
Interlock,"Internet Services, Other, Sales and Marketing, Software"
OfOne,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Science and Engineering, Software"
Nebula,"Information Technology, Software"
CorgiAI,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software"
Pair AI,"Apps, Artificial Intelligence (AI), Data and Analytics, Education, Mobile, Science and Engineering, Software"
Sirdab,Transportation
Satsuma,"Blockchain and Cryptocurrency, Internet Services, Other, Software"
Moonshine,"Content and Publishing, Media and Entertainment, Software, Video"
Vango AI,Software
Nectar,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Orchid Exchange,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software"
Fini,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software"
Forfeit,"Apps, Mobile, Software"
Squack,"Artificial Intelligence (AI), Data and Analytics, Software"
Turntable,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Other, Science and Engineering, Software"
Mogara,"Apps, Information Technology, Internet Services, Software"
Healia Health,"Administrative Services, Financial Services, Health Care"
DAGWorks,"Artificial Intelligence (AI), Data and Analytics, Other, Software"
